dfp	nean	pnian	nvc	nnm	nnmp	vcp	njf	nsf	we	class
1.0426688507700002	1	0	126	12	0.013086150490700001	0.0	0	3	7.16137103125	1
0.000316341070283	0	1	8	0	0.0	1.0	0	0	4.659649	0
0.26525436371800004	0	1	9	0	0.0	1.0	0	0	4.823319000000001	0
0.845301081057	1	1	2257	1302	0.0450472269315	1.0	0	0	6.304730999999999	0
0.0029866038569099996	1	0	3	13	0.382352941176	0.0	2	3	7.4639224375	1
0.008445240343729999	1	0	4	14	0.35	0.0	3	3	7.736057328130001	1
0.351921975131	1	0	507	100	0.0205507603781	0.0	1	2	7.296622125	1
0.338039909922	1	0	507	100	0.0205507603781	0.0	1	2	7.296268375	1
0.569151714768	1	0	1193	6	0.000407083248524	1.0	0	3	7.28397425	1
0.460162191298	0	1	4790	6530	0.0880813639797	1.0	0	4	6.3720775625	0
0.0691480221329	1	0	59	21	0.0530303030303	0.0	1	4	7.4148835625	1
0.0038227104102900003	1	0	3	13	0.382352941176	0.0	1	3	6.942326625	1
2.33954448776	1	1	1032	0	0.0	1.0	0	0	4.478119	0
0.0110745497647	0	1	23	22	0.211538461538	1.0	0	12	7.13934251147	0
2.1043644848299996	1	0	394	16	0.00545702592087	1.0	0	0	5.689414	1
0.22397563939399998	0	1	2384	973	0.0260787992495	1.0	0	0	5.356483	0
1.6471065985799997	1	1	3079	2086	0.0515749394254	0.5	0	0	6.30321	0
1.81422726324	0	1	6878	6076	0.0579582959727	1.0	0	0	6.282378	0
0.189127438148	1	0	5	41	0.6612903225810001	0.0	0	20	7.67026322325	1
0.00194371570985	1	0	6	5	0.0961538461538	0.0	0	2	5.94541025	1
0.7443571179269999	1	0	6047	2552	0.036407732363199996	1.0	0	8	7.45713721875	1
0.18823953415199998	1	0	1	66	0.868421052632	0.0	1	6	7.90812924219	1
0.573337652871	0	1	23	14	0.0619469026549	1.0	0	0	5.395215	0
1.22988517222	1	1	5204	1755	0.034552685462300003	1.0	0	0	6.229474	0
0.9971292192919999	0	1	1511	1917	0.09376375641969999	1.0	0	0	6.108665	0
1.06942595199	1	0	82	0	0.0	1.0	0	0	5.325431	0
0.00933651207773	1	1	5	17	0.25	0.0588235294118	1	4	7.659550875	1
0.00075554959008	1	0	2	3	0.25	0.0	0	5	6.90565515625	1
0.0989318540287	1	1	2908	973	0.0348383400766	1.0	0	6	6.710181609369999	0
0.8989871128799999	1	0	6898	3544	0.042593594134999996	0.971830985915	0	5	7.1286945625	1
0.741664112477	1	1	2326	1122	0.037498746699599995	1.0	0	0	6.278509	0
0.11380421975999999	1	0	183	12	0.009002250562639999	0.0	0	17	6.98825385632	1
0.21128033232	0	1	179	0	0.0	1.0	0	0	5.894435	0
0.0106411552803	1	0	4	14	0.35	0.0	2	3	7.50802915625	1
0.5793145090690001	1	1	3371	364	0.0118589952434	0.942857142857	3	11	7.79569691016	1
2.73477076606	0	1	2109	1656	0.056553514104199995	1.0	0	0	5.194615	0
2.0823002523400005	0	1	297	84	0.029577464788700002	1.0	0	0	5.985385	0
0.140997603093	1	0	36	0	0.0	1.0	0	0	5.391309	1
0.8538857639470001	0	1	1125	78	0.00758976354967	1.0	0	0	6.290293	0
2.7294448967	0	1	1251	2556	0.140725651049	1.0	0	0	5.132446	0
0.000315726949474	1	0	3	13	0.382352941176	0.0	2	4	7.6529404218699995	1
0.0026432217281900003	1	0	4	14	0.35	0.0	2	3	7.50774315625	1
0.457465102526	1	1	5076	3642	0.0588729753322	1.0	0	6	6.919074671880001	0
0.00493065466154	1	0	4	14	0.35	0.0	2	3	7.50643165625	1
0.12252321028100001	1	0	78	27	0.0429252782194	0.0	1	3	7.6567915	1
1.8294439416	0	1	1507	0	0.0	1.0	0	0	5.25734	0
0.923217030389	0	1	1411	2448	0.10844334189799999	1.0	0	0	6.09365	0
0.00266394168352	1	0	5	6	0.272727272727	0.0	2	8	7.733609711910001	1
0.00515793791616	1	0	4	14	0.35	0.0	2	3	7.50647565625	1
0.00422877362577	1	0	7	17	0.217948717949	0.13636363636399998	1	5	7.6654114375	1
0.49471947701200003	0	1	2695	976	0.0405551400316	1.0	0	4	6.4931574375	0
1.5107010222400001	0	1	145	0	0.0	1.0	0	0	5.906931	0
0.9617673123180001	0	1	33	0	0.0	1.0	0	0	5.681204	0
1.71775936805	1	1	768	147	0.0154039610185	1.0	0	0	4.309973	0
0.828038932895	0	1	1197	336	0.0217012206937	1.0	0	0	5.953029	0
0.106205213148	1	1	1857	3907	0.15266489528	1.0	0	16	7.160859212080001	0
1.1554872998999999	1	1	1448	225	0.0159416182514	1.0	0	0	6.2564400000000004	0
0.658895831992	1	1	2246	405	0.0208580110213	1.0	0	4	6.4952056875	0
0.878932713442	1	0	1934	704	0.0276479597848	1.0	0	0	6.243195	0
0.31388401415	1	0	5	77	0.785714285714	0.0	1	44	7.828604951889999	1
0.00266055647385	1	0	5	6	0.272727272727	0.0	2	8	7.73370939746	1
1.91600356255	1	1	4988	1562	0.0288628552422	0.875	0	0	6.440091000000001	0
0.568981708063	0	1	4031	310	0.00595810109552	1.0	0	0	6.2974879999999995	0
0.018154495158099998	1	0	4	14	0.35	0.0	2	3	7.50315615625	1
0.021048652712099998	1	0	13	6	0.030303030303	1.0	0	3	7.159648125	1
0.969860492409	1	1	5145	5220	0.09475059899800001	1.0	0	0	6.021562	0
0.0026639301780799996	1	0	5	6	0.272727272727	0.0	2	8	7.733609711910001	1
1.17706174398	0	1	1492	0	0.0	1.0	0	0	6.272031	0
0.00365587670993	0	1	182	356	0.15318416523199999	0.833333333333	0	8	7.81773759375	0
2.03813507623	0	1	1849	495	0.0179464868392	1.0	0	0	5.114701	0
0.000224338218702	1	0	2	3	0.25	0.0	0	5	6.8517390625	1
1.18430544732	1	1	3275	1890	0.0509928771854	1.0	0	0	5.965706	0
0.843312430204	1	0	55	11	0.0282776349614	1.0	0	0	4.972969	1
2.12185989381	1	0	394	16	0.00545702592087	1.0	0	0	5.689867	1
0.537330087239	0	1	42	0	0.0	1.0	0	0	5.298928	0
1.086981943	0	1	2363	980	0.0269156825048	1.0	0	0	6.288801	0
0.00260269088193	1	0	5	6	0.272727272727	0.0	3	8	7.863283300780001	1
0.000424402873086	1	0	2	3	0.25	0.0	0	25	7.203990597360001	1
0.90676384201	0	1	2146	872	0.0382741517798	1.0	0	9	6.43467388672	0
1.26380360323	1	1	2773	5301	0.126830318691	1.0	0	0	6.252177	0
0.340185476581	0	1	25	0	0.0	1.0	0	0	5.829051	0
0.294798072432	1	1	2104	1241	0.0546720119829	1.0	0	14	6.27769382056	0
0.068419322534	1	0	59	21	0.053984575835499995	0.0	1	4	7.4141394375	1
0.456750008842	1	0	7	36	0.5714285714289999	0.0068027210884399995	0	35	7.85840697782	1
0.0395898930474	1	0	2307	2506	0.107581351421	0.6	2	16	7.9189713384700005	1
0.0005512549086940001	1	0	5	17	0.253731343284	0.0	1	8	7.6877680957	1
0.117140771482	1	0	5	75	0.78125	0.0	1	37	7.892591159169999	1
0.00034412273365699993	1	0	3	13	0.433333333333	0.0	3	3	7.712602109380001	1
0.56384217476	1	0	4328	1122	0.027227062049599998	1.0	0	5	7.1812438125	1
0.00268345654262	1	0	5	6	0.272727272727	0.0	2	8	7.7335423935500005	1
0.00266393247916	1	0	5	6	0.272727272727	0.0	2	8	7.733609711910001	1
1.4325561487399998	0	1	2208	880	0.0317563422468	1.0	0	0	6.338301	0
0.000341990615901	0	1	6	0	0.0	1.0	0	0	4.598311	0
0.0238818467423	1	0	264	156	0.0731707317073	1.0	0	4	6.6582751875	0
0.00046348707292699995	0	1	5	0	0.0	1.0	0	0	4.683882	0
2.32634454664	0	1	668	864	0.10781133017200001	1.0	0	0	4.172872	0
0.493410736139	1	0	231	21	0.012131715771200001	0.0	0	66	7.09032342928	1
0.936869554225	1	0	2724	5700	0.142731939402	0.9	0	0	6.302268	0
0.749141443431	0	1	728	966	0.10916487738700001	1.0	0	3	6.695047140619999	1
0.734574394006	1	1	1227	33	0.00237957888665	1.0	0	0	5.937787	0
0.0897782279314	1	0	41	30	0.09230769230769999	1.0	0	7	5.71080572656	1
1.61126874254	0	1	692	21	0.00256535548497	1.8571428571400002	0	0	6.326558	0
0.00111048265543	1	0	11	17	0.197674418605	0.233333333333	2	12	7.84700752739	1
0.32341913327	1	1	7715	3155	0.037606980237	0.625	0	16	7.048091574460001	0
0.00678714254536	1	0	3	5	0.227272727273	0.0	1	3	6.938505875	1
1.53833172126	0	1	6724	1988	0.0317379226668	1.0	0	0	6.371303	0
1.2008437059000001	1	0	4660	5683	0.11687403599000001	1.0	0	8	6.517326269530001	0
0.281488210237	0	1	1657	1635	0.060334329680099996	1.0	0	0	6.230782	0
1.6494706965700001	0	1	2589	5130	0.159574468085	1.0	0	0	6.345314	0
0.005714579655439999	1	0	4	14	0.35	0.0	2	3	7.50743540625	1
0.0153478114051	0	1	19	0	0.0	1.0	0	0	5.265859	0
0.9192763808140001	0	1	1095	0	0.0	1.0	0	0	5.932649	0
0.000712530119765	1	0	2	3	0.25	0.0	0	5	6.90251621875	1
0.41698461812700005	1	0	231	22	0.0126947489902	0.0	0	37	6.75340301329	1
0.987739244476	0	1	999	0	0.0	1.0	0	0	5.864237999999999	0
1.74501176944	1	0	1407	3280	0.147981051207	1.0	0	0	5.105196	1
0.029184381681	0	1	20	0	0.0	1.0	0	0	4.795537	0
0.08759522658780002	0	1	1653	446	0.021594925676700003	1.0	0	11	7.245772308589999	0
0.797305918404	0	1	348	158	0.061264055835600004	1.0	0	2	4.6413985	0
0.55636758903	1	1	1386	220	0.0187777398429	1.0	0	4	6.2161713125	0
2.15991688437	1	0	394	0	0.0	1.0	0	0	5.689838	1
0.0464360665263	1	0	2923	537	0.0232588357588	0.7741935483869999	8	60	7.96719974979	1
0.00243934854081	1	0	6	16	0.24615384615400002	0.07142857142860001	2	6	7.88289178906	1
1.6286624403999999	0	1	2587	5141	0.16096308588199998	1.0	0	0	6.223117	0
0.052589452877599994	1	0	36	7	0.0277777777778	0.0	1	4	7.39751321875	1
1.1747503670000001	0	1	55	0	0.0	0.666666666667	0	0	5.9089849999999995	0
0.433307177715	1	0	765	598	0.0818729463308	1.0	0	3	7.293727875	1
1.9709427792299998	0	1	1890	864	0.0304311073542	1.0	0	0	5.077776999999999	0
0.776337333433	1	1	829	406	0.0426829268293	1.0	0	0	6.197546	0
0.08230309993189999	1	0	1	9	0.529411764706	0.0	0	4	6.97313175	1
1.0810917694700002	0	1	1991	1020	0.040351293615	1.0	0	0	6.305168	0
0.100558279507	0	1	2582	3573	0.08735087033050001	1.0	0	4	7.033690125	0
1.89147068034	1	1	3727	1480	0.0278997869814	1.0	0	0	6.401581	0
0.0035289170693000005	1	0	5	6	0.272727272727	0.0	1	3	7.3096864375	1
1.3766446882299999	0	1	1759	1404	0.0501948446605	1.0	0	0	6.254633	0
1.8923329048599997	1	0	394	22	0.0075034106412	1.0	0	0	5.690351000000001	1
0.0007156736374310001	1	0	2	3	0.25	0.0	0	8	7.52312716406	1
0.0595058070729	1	0	183	12	0.009002250562639999	0.0	0	5	6.678420546869999	1
0.44651847150300006	1	0	69	0	0.0	1.0	0	0	5.982101999999999	1
0.52181570567	1	0	231	23	0.013264129181099999	0.0	0	3	6.4932205625	1
0.060767838197599996	1	1	152	189	0.16935483870999998	0.8	0	20	5.9658853137	0
0.653211011694	1	0	128	14	0.014973262032099999	0.0	1	38	7.599955860569999	1
0.408328022951	0	1	3022	960	0.027910222118900003	1.0	0	0	6.341785	0
0.118121617253	1	0	90	27	0.0414746543779	0.0	1	3	7.6567979375	1
1.6171734475200001	1	1	2439	800	0.023117378489299997	1.0	0	0	5.213882	0
0.00126688541088	1	0	17	1	0.0212765957447	0.0	3	5	7.821386425780001	1
0.236723240511	0	1	4238	5806	0.100712935177	0.96	0	4	6.72694975	0
0.499832588715	1	1	5942	2895	0.0419061129366	1.0	0	0	6.2725355	0
0.18084433318	1	0	3	15	0.46875	0.0	0	12	7.797997313480001	1
0.0625054409332	1	1	11	11	0.118279569892	0.0	0	5	7.0289020625	1
1.8902409291599997	1	1	7347	8200	0.10089699893	1.0	0	0	6.447906	0
0.499983840919	1	0	128	14	0.014973262032099999	0.0	0	13	7.236033551669999	1
0.9155843624429999	0	1	167	34	0.0263770364624	1.0	0	0	5.939598	0
2.42618983598	1	1	1031	168	0.0193125646626	1.0	0	0	5.278705	0
0.7743070101180001	1	0	2444	302	0.0154183897483	0.8709677419349999	8	9	7.9831173233	1
1.26554727059	1	1	2860	1232	0.0340839926963	1.0	0	0	6.315253	0
0.000561600658945	1	0	1	2	0.4	0.0	0	11	7.53974420752	1
0.000462283068401	1	0	3	5	0.227272727273	0.0	9	23	7.96040391607	1
1.01928293369	1	1	1637	1056	0.045765797001	0.916666666667	0	2	6.590056	1
1.52646321065	1	1	2638	1380	0.0383280099986	1.0	0	0	6.29168	0
0.000211811573086	1	0	2	3	0.375	0.0	0	2	5.98095525	1
0.873439202472	1	1	2065	480	0.0253901084369	1.0	0	8	5.927180847660001	0
0.39343629696099996	1	0	231	23	0.013264129181099999	0.0	0	58	7.250811379460001	1
0.000113830383215	1	0	2	3	0.25	0.0	0	8	7.030371175780001	1
0.0244851468784	1	0	5	35	0.625	0.0	1	8	7.8452665332	1
0.0448095787166	0	1	65	9	0.0227848101266	1.0	0	2	6.69934375	0
0.00384767456169	1	0	5	6	0.272727272727	0.0	1	2	7.24966175	1
0.0072119500318	1	1	6	17	0.25	0.07407407407410001	1	4	7.65154909375	1
1.4045661512	0	1	1406	240	0.0160653323516	1.14285714286	0	0	6.419127	0
1.9499516321900001	1	1	783	231	0.0252735229759	1.0	0	0	4.538322	0
0.685175043503	0	1	803	377	0.039814130319999995	1.0	0	0	5.767735	0
0.10036424867100001	0	1	14	0	0.0	1.0	0	0	5.066909	0
1.08329508457	1	0	3531	4647	0.114602086365	1.0	0	3	7.23608025	1
0.641576766242	1	0	140	12	0.010666666666700002	0.0	0	3	7.05681646875	1
0.9458905468250001	1	1	1746	0	0.0	1.0	0	0	6.273257	0
1.55746671799	0	1	3340	5610	0.14282440999	1.0	0	0	6.330164	0
0.205253355597	0	1	6	0	0.0	1.0	0	0	4.9786790000000005	0
0.0026605587690999998	1	0	5	6	0.272727272727	0.0	2	8	7.73370939746	1
0.129800771974	1	0	90	27	0.0414746543779	0.0	1	3	7.6566093125	1
1.0933985392	0	1	2557	2451	0.0685901382437	1.0	0	0	6.261357	0
0.000631574231215	1	1	2	3	0.25	0.0	0	5	6.60377009375	1
0.238552250777	1	0	1	40	0.8	0.0	0	5	7.8461419375	1
1.33355827464	0	1	2953	1904	0.0484663357516	1.0	0	0	6.240004	0
2.37616979902	0	1	1119	1536	0.08782663388419999	1.0	0	0	4.330193	0
0.746429729713	1	0	507	100	0.0205507603781	0.0	1	2	7.264607375	1
0.0129373840696	1	0	4	14	0.35	0.0	2	3	7.50643315625	1
0.24292776589899998	0	1	1225	709	0.051051267281099995	1.0	0	15	6.626423683780001	0
0.474853384511	0	1	798	364	0.039881669770999995	1.0	0	0	5.755049	0
1.9378552278799999	0	1	155	9	0.00984682713348	1.0	0	0	5.716952	0
1.6612151478	0	1	1638	1271	0.0788119303032	1.0	0	0	6.259704	0
0.41798331074699996	1	0	183	12	0.009002250562639999	0.0	1	12	7.5162536715999995	1
0.015710807526399997	1	0	126	14	0.015021459227499999	0.0	0	8	7.145574530269999	1
0.8312947149779999	0	1	42	0	0.0	1.0	0	0	5.092339	0
0.061415080704899996	1	0	51	18	0.054878048780500004	0.0	1	4	7.4060070625	1
0.00398080682424	1	0	5	6	0.272727272727	0.0	1	2	7.250115625	1
0.206503765559	1	0	507	100	0.0205507603781	0.0	1	2	7.295047375	1
0.7982242868170001	1	0	1145	2238	0.125406253502	1.0	0	3	7.34156925	1
0.00403156261586	1	0	4	14	0.35	0.0	2	3	7.50829265625	1
0.311517309773	1	1	11	11	0.118279569892	0.0	0	5	7.1216305625	1
0.5925759909839999	1	0	128	14	0.014973262032099999	0.0	0	5	7.03290425	1
0.5377585801120001	1	0	7061	2669	0.0357075963931	1.0	0	17	7.63563595579	1
1.01605600984	1	0	2059	1264	0.0491656618305	0.944444444444	0	3	7.34479075	1
2.0032517058900003	0	1	125	0	0.0	1.0	0	0	3.814896	0
0.00017641030510599998	1	0	1	2	0.4	0.0	0	14	7.628699656010001	1
1.7934753407	1	1	2823	3321	0.0855090375406	1.0	0	0	6.371746	0
0.129529080804	1	0	90	27	0.0414746543779	0.0	1	3	7.6566053125	1
0.969828827024	1	1	2588	1260	0.0198418947435	1.0	0	0	6.34915775	0
0.031076288901400004	1	1	65	22	0.052631578947400004	0.5	1	7	7.73547416797	1
0.0012437108931099999	1	0	8	17	0.20987654321	0.115384615385	1	6	7.69616125	1
0.38357199159199995	1	0	38	0	0.0	1.0	0	0	5.649987	1
0.0722303096258	1	1	238	130	0.08795669824090001	1.0	0	4	6.7008923125	0
1.9813095337400002	1	0	1292	251	0.0232493516117	0.529411764706	0	3	5.93525825	1
0.165173775779	0	1	54	17	0.0524691358025	1.0	0	0	5.723924	0
0.10292713873199999	0	1	18	0	0.0	1.0	0	0	5.412001	0
0.143831353743	1	0	507	100	0.0205507603781	0.0	1	2	7.295282	1
0.000251524098754	1	0	2	3	0.25	0.0	0	11	7.226747515619999	1
0.00667642687249	1	0	4	14	0.35	0.0	2	3	7.50624165625	1
0.824382314662	1	0	6636	991	0.013328132985399999	0.9692307692309999	0	5	7.04482084375	1
0.406284302624	1	1	373	46	0.0137436510308	0.08333333333330001	0	74	7.5309487733100005	1
0.368260930235	1	0	5480	1309	0.017543859649099998	1.0	0	4	6.691623375	0
1.80048524094	1	0	6630	9259	0.134422183508	1.0	0	0	6.359643	0
1.9127630709799999	0	1	555	210	0.035199463627199994	1.0	0	0	5.297064	0
0.0008099817117589999	1	1	2	3	0.25	0.0	0	6	7.074222140630001	1
0.640777390472	0	1	96	0	0.0	1.0	0	0	5.937447	0
0.24465861184300003	1	0	2436	786	0.023975841137200003	0.967741935484	0	0	6.019774	0
0.04720984132640001	0	1	16	18	0.107142857143	1.0	0	0	4.588989	0
1.32682079991	0	1	3714	1755	0.034622896486400004	1.0	0	0	6.342207	0
0.00247610804631	1	0	5	6	0.272727272727	0.0	2	8	7.7335372412100005	1
0.749251253686	0	1	728	525	0.0593287377105	1.0	0	3	6.695060328119999	1
0.00209134138592	1	0	3	13	0.433333333333	0.0	2	3	7.46576778125	1
0.405780747499	0	1	51	6	0.034090909090900005	1.0	0	1	5.588647	0
1.6023903479600001	1	0	3526	2023	0.0499173390579	1.0	0	0	6.324311	0
1.45824274824	0	1	3790	2844	0.0544274969858	1.0	0	0	6.238987	0
1.3559605199399998	0	1	568	588	0.0940950552088	1.0	0	0	5.256558999999999	0
0.050529187009699994	0	1	623	0	0.0	1.0	0	0	5.850036	0
0.00369132161898	1	0	5	6	0.272727272727	0.0	1	2	7.248971125	1
0.188841753408	1	0	1	29	0.74358974359	0.0	0	13	7.771027939450001	1
0.46934608941100003	1	0	507	107	0.021989313604599995	0.0	1	2	7.29645675	1
0.858883719753	1	0	147	12	0.0103092783505	0.0	0	32	7.01679591528	1
0.00210362350386	1	0	6	5	0.0961538461538	0.0	0	3	6.335150625	1
0.46363601713299996	0	1	2115	1352	0.0438904038437	1.0	0	0	6.370582	0
0.370096648155	1	0	128	14	0.014973262032099999	0.0	0	47	7.2142820395600005	1
0.00417572594529	1	0	3	5	0.227272727273	0.0	1	3	6.939268875	1
1.5154835496799999	1	1	3973	1089	0.0220905937481	0.09677419354839999	0	0	6.31168	0
1.32974070003	1	0	125	12	0.013071895424799999	0.0	0	3	6.50622521875	1
0.285572492024	0	1	89	0	0.0	1.0	0	0	5.105034	0
1.54166134341	1	1	4974	2056	0.028997362593999997	0.941176470588	0	0	6.393144	0
0.00034195881251400005	1	0	16	1	0.023255813953499998	0.0	1	5	7.36997165625	1
0.00074796874576	1	0	3	13	0.382352941176	0.0	1	17	7.4983802911	1
0.819483665129	1	1	1208	1957	0.0942905324018	1.0	0	0	6.056481	0
1.76917141255	0	1	5086	1380	0.0196912188579	1.0	0	0	6.359119000000001	0
0.000302213010598	1	1	2	3	0.25	0.0	0	9	7.22424514844	1
0.791160782114	0	1	1502	1968	0.08633093525180001	1.0	0	0	5.1280660000000005	0
1.3938785509	0	1	2361	540	0.017545569743599998	1.0	0	0	6.359312	0
1.9001906505700001	0	1	1904	665	0.0236100262728	1.0	0	0	5.120158999999999	0
0.919896511184	1	0	1807	5358	0.235423349005	1.0	0	5	6.1558845	1
1.74264726375	0	1	4445	5772	0.090896206359	1.0	0	0	6.272244000000001	0
0.000487105536144	1	1	2	3	0.25	0.0	0	16	7.06958800906	1
0.08639530463989999	1	0	3	97	0.8508771929819999	0.0	0	60	7.727626213610001	1
0.0026639336296999994	1	0	5	6	0.272727272727	0.0	2	8	7.733609711910001	1
0.453443386109	1	0	5	8	0.275862068966	0.0	0	2	5.962089	1
0.745101839112	0	1	49	20	0.0338409475465	1.0	0	0	5.76639	0
0.133758734867	1	0	5	54	0.72	0.0	0	4	7.5937365	1
0.5788222459210001	1	1	4616	4145	0.08118536508930001	1.0	0	4	6.6293014375	0
0.725005688282	0	1	728	672	0.0759407842694	1.0	0	3	6.695048359369999	1
0.0026027337143499996	1	0	5	6	0.272727272727	0.0	3	8	7.863251700680001	1
0.0026456478920599998	1	0	5	6	0.272727272727	0.0	2	8	7.733617842769999	1
0.301231216636	1	0	507	107	0.021989313604599995	0.0	1	2	7.29632275	1
0.882260896759	0	1	854	506	0.054140808902199994	1.0	0	0	5.774965	0
0.000819393246126	1	0	3	13	0.433333333333	0.0	2	3	7.45942021875	1
0.701006958183	1	0	5599	1486	0.0243886427047	0.938144329897	0	7	7.57738653906	1
0.17152405151900002	0	1	1339	228	0.0166229221347	1.0	0	5	6.4799151875	0
0.6453544753530001	1	1	11	11	0.118279569892	0.0	0	5	7.1767660625	1
0.34473532611	1	1	3065	7029	0.268456632166	1.0	0	14	7.231745622310001	1
0.000523644021671	1	0	3	5	0.227272727273	0.0	1	7	7.449181316410001	1
0.536346380752	1	1	113	7	0.0101596516691	1.0	0	0	5.82585	0
0.60653912318	1	1	11	11	0.118279569892	0.0	0	5	7.1765210625	1
0.611339537588	1	1	11	11	0.118279569892	0.0	0	5	7.1744540625	1
0.13714542705	1	0	507	100	0.0205507603781	0.0	1	2	7.295092625	1
0.011705898272799999	1	0	25	6	0.133333333333	1.0	0	3	7.24355475	1
0.401188793516	1	0	127	12	0.012917115177599999	0.0	0	20	7.26724017454	1
0.00897460028216	1	0	4	14	0.35	0.0	2	3	7.50588040625	1
0.784790419316	0	1	1118	319	0.0252134049953	1.0	0	0	5.889022	0
0.297378737011	0	1	1017	805	0.08200896495519999	1.0	0	0	6.204148	0
2.0420891611700003	1	1	2060	1808	0.0587948359403	1.0	0	0	5.116322	0
0.427288765589	1	1	4277	4229	0.08376247821260001	1.0	0	7	6.1019522968699995	0
0.0168138058303	0	1	188	64	0.0496894409938	1.0	0	1	6.3507489999999995	0
1.8818458008	1	0	1292	829	0.0767876991478	0.529411764706	0	3	5.930836	1
0.0033812852623299997	1	0	6	5	0.0961538461538	0.0	0	7	7.06551782031	1
2.0019682548	0	1	1615	3102	0.145354013401	1.0	0	0	5.097855	0
0.692910702113	1	0	507	93	0.0191122071517	0.0	1	2	7.29506	1
