id,dfp,nean,pnian,nvc,nnm,nnmp,vcp,njf,nsf,we,class
2671,0.00298660385691,1,0,3,13,0.382352941176,0.0,2,3,7.4639224375,1
3964,0.622281331691,1,1,11,11,0.118279569892,0.0,0,5,7.1781715625,1
3920,1.86613919167,0,1,142,13,0.0154394299287,1.0,0,0,5.733084,0
2428,1.43767015904,0,1,774,66,0.00709830070983,1.0,0,0,5.206127,0
2945,1.76898599604,0,1,1402,1377,0.062330255296,1.0,0,0,5.109243,0
895,0.0291457297138,1,0,26,6,0.063829787234,1.0,0,3,7.160416625,1
3355,1.86064568529,1,1,3660,1395,0.0312913573047,1.0,0,0,6.364961,0
130,0.0237311643126,1,0,222,83,0.0498798076923,0.032967032967,0,11,6.68633663525,1
4139,1.56460103598,0,1,1649,568,0.0267080453284,1.0,0,0,6.242364,0
2864,1.85375482557,1,0,1089,2898,0.171357615894,1.0,0,0,5.226914,0
3570,1.43835283834,1,1,970,741,0.0515621738223,1.0,0,0,4.462726,0
1073,0.323615870855,1,0,5,8,0.296296296296,0.0,0,4,6.943111625,1
3656,0.166046238485,1,0,507,93,0.0191122071517,0.0,1,2,7.29408775,1
3023,0.000729259839169,1,0,3,15,0.340909090909,0.0,1,3,6.94519075,1
3827,0.00225813819506,1,0,3,5,0.227272727273,0.0,1,6,7.39020115625,1
743,0.000523644021671,1,0,3,5,0.227272727273,0.0,1,7,7.44918131641,1
3425,0.000193736545326,1,0,1,2,0.4,0.0,0,10,7.58164404492,1
3262,0.602016721069,1,1,1743,1305,0.0493402397066,1.0,0,0,6.137354,0
2644,0.00450351617793,1,0,4,14,0.35,0.0,2,3,7.50681215625,1
3256,1.21034574329,1,1,4189,994,0.0204627799736,1.0,0,0,6.28136,0
1460,1.40617887889,1,1,2653,1624,0.0449624851186,1.0,0,0,6.286045,0
606,1.08351887158,0,1,1087,301,0.0239135616112,1.0,0,0,6.033172,0
525,2.15991688437,1,0,394,0,0.0,1.0,0,0,5.689838,1
1881,0.389809695406,0,1,3280,2512,0.0560076698401,1.0,0,5,6.62029021875,0
441,1.01925620495,1,0,125,12,0.0131004366812,0.0,0,3,7.1612739375,1
2326,0.000238695424479,1,0,2,6,0.375,0.0,0,16,7.68140440123,1
1281,1.95016017247,1,0,1292,336,0.0311226380141,0.529411764706,0,3,5.93530275,1
1102,0.046002241661,1,0,34,7,0.0344827586207,0.0,1,4,7.38915725,1
1568,0.0026639244254,1,0,5,6,0.272727272727,0.0,2,8,7.73360971191,1
1346,1.98160698839,1,1,6938,3576,0.0412333095035,1.0,0,0,6.487124,0
2944,0.0598142648785,1,0,53,6,0.0210526315789,1.0,0,3,7.147096625,1
2829,0.2818636228,1,1,6749,3504,0.041303220331,0.185185185185,0,28,7.11897650011,0
444,0.292030070173,1,1,4278,813,0.0175268399948,1.0,0,12,6.81365957739,0
2066,0.0517821918721,1,0,35,7,0.0286885245902,0.0,1,4,7.39700065625,1
2184,0.00247098891607,1,0,16,1,0.0232558139535,0.0,1,4,7.39191503125,1
1551,0.000367347855063,1,0,1,2,0.4,0.0,0,28,7.86356675732,1
313,0.00524585804605,1,0,6,17,0.246376811594,0.0666666666667,1,8,7.64274058594,1
0,1.80571353677,1,1,1438,910,0.0433188937021,1.0,0,0,5.088631,0
3300,3.03861310571,0,1,692,736,0.0797486184852,1.0,0,0,4.844457,0
1622,0.00266372654826,1,0,5,6,0.272727272727,0.0,2,8,7.73344472656,1
3854,0.129510749873,1,0,90,27,0.0414746543779,0.0,1,3,7.6565983125,1
1595,0.182778340827,1,0,2,2,0.105263157895,0.0,1,5,7.8291868125,1
515,0.454985502521,1,1,3545,1624,0.0417609545361,1.0,0,0,6.28574,0
2496,1.62823770491,1,0,4883,9275,0.132103688933,1.0,0,0,6.396669,0
3506,0.0589886253599,0,1,1529,181,0.016588763633,0.909090909091,4,11,7.91582156158,1
148,0.724901517056,0,1,728,672,0.0759407842694,1.0,0,3,6.69504835937,1
1684,0.491798511208,1,1,224,93,0.0610636900854,1.0,0,0,5.868986,0
1542,0.740349546273,1,1,11,11,0.118279569892,0.0,0,5,7.1805575625,1
898,0.125071213467,0,1,187,17,0.0153291253381,1.0,0,7,6.04618888281,0
3269,0.704799095703,1,0,122,12,0.0132450331126,0.0,0,13,7.18861109924,1
1803,0.0434569768987,1,0,222,89,0.0534855769231,0.136363636364,0,4,6.3458873125,1
172,0.238129336295,1,0,507,100,0.0205507603781,0.0,1,2,7.295865375,1
1888,0.00398185926972,1,0,5,6,0.272727272727,0.0,1,2,7.249699,1
4127,0.415479158535,1,1,139,0,0.0,1.0,0,0,5.240823,0
541,0.237571276811,1,0,5244,6072,0.086695793712,0.947368421053,0,3,6.00543575,0
2831,1.17412010051,0,1,765,399,0.043673380035,1.0,0,0,4.787467,0
3757,0.126999195766,1,0,87,27,0.0416666666667,0.0,1,3,7.6566734375,1
2708,0.493341627146,1,0,507,100,0.0205507603781,0.0,1,2,7.297118625,1
2604,0.0428290513234,1,1,873,354,0.0571244150395,1.0,0,0,5.339982,0
1335,0.00242980146773,1,0,5,6,0.272727272727,0.0,2,8,7.73362700098,1
2853,0.364795272267,0,1,32,0,0.0,1.0,0,0,5.47905,0
203,1.46237021975,1,0,1109,6405,0.375483644038,1.0,0,5,6.13990478125,1
3516,0.00649557351494,0,1,23,22,0.211538461538,1.0,0,12,7.18179323462,0
1373,1.81300629345,0,1,1589,0,0.0,1.0,0,0,5.216166,0
3537,0.401188793516,1,0,127,12,0.0129171151776,0.0,0,20,7.26724017454,1
947,0.268217469414,1,0,147,12,0.0103092783505,0.0,0,17,7.80310152272,1
1408,0.0919191553237,1,0,5,98,0.823529411765,0.0,0,60,7.7247393931,1
3149,1.17453652586,0,1,3131,1370,0.0329231952321,1.0,0,0,6.270172,0
2968,0.923728850645,1,0,2742,4392,0.128899715317,1.0,0,0,6.109697,0
1629,0.000316469938366,1,0,3,5,0.227272727273,0.0,1,3,7.281753,1
1579,0.000394859623276,1,0,2,6,0.375,0.0,0,21,7.7946071498,1
2668,0.00261956656536,1,0,5,6,0.272727272727,0.0,2,8,7.73372081738,1
516,0.13025250835,0,1,113,14,0.0271844660194,1.0,0,0,5.576653,0
2507,0.524661762118,0,1,336,97,0.0311196663458,1.0,0,10,6.78991938574,0
2899,0.406284302624,1,1,373,46,0.0137436510308,0.0833333333333,0,74,7.53094877331,1
392,0.816855075716,0,1,748,104,0.0146170063247,1.0,0,0,5.788443,0
3126,2.00359485148,0,1,2550,930,0.0295453823427,1.0,0,0,5.222878,0
1167,0.802243084762,1,0,231,23,0.0132641291811,0.0,0,12,7.69415555292,1
4183,0.00552909667649,1,0,5,16,0.253968253968,0.0,1,5,7.7673641875,1
3872,1.9193271869,0,1,1702,0,0.0,1.0,0,0,5.188431,0
2701,0.0040405692699,1,0,3,13,0.382352941176,0.0,1,11,7.27750148047,1
2350,0.544971134672,1,0,128,14,0.0149732620321,0.0,0,15,7.3050900935,1
1082,0.402819925463,1,1,5652,2646,0.0411694232235,0.586956521739,0,17,6.817856225,0
1189,0.00268345654262,1,0,5,6,0.272727272727,0.0,2,8,7.73354239355,1
736,1.16351676745,1,0,4079,17308,0.343017955527,1.0,0,11,6.63658028564,1
32,0.140997603093,1,0,36,0,0.0,1.0,0,0,5.391309,1
965,0.0312098680535,1,0,222,89,0.0534855769231,0.142857142857,0,9,6.59368405664,1
1524,2.08567202634,1,0,439,0,0.0,1.0,0,0,5.686316,1
1273,0.00828787908623,1,1,4,17,0.265625,0.0,1,4,7.65145415625,1
2446,1.6702200398,0,1,1619,264,0.0123589719582,1.0,0,0,5.095002,0
1904,0.0153555239845,1,0,4,14,0.35,0.0,2,3,7.50614365625,1
23,0.826894235441,0,1,65,28,0.0328253223916,1.0,0,0,5.931971,0
1110,0.00571457965544,1,0,4,14,0.35,0.0,2,3,7.50743540625,1
1668,1.95111586596,0,1,894,638,0.0430848190167,1.0,0,0,4.171489,0
219,1.80243661555,0,1,3860,1969,0.0380269993627,1.0,0,0,6.422405,0
2789,0.434031001118,1,0,2903,1095,0.0405195381883,0.925925925926,0,31,7.68655588133,1
135,2.74461990567,0,1,519,0,0.0,1.0,0,0,5.255522,0
1488,0.0509354674661,0,1,27,0,0.0,1.0,0,0,5.436892,0
1450,0.749244044972,0,1,728,1092,0.123403774438,1.0,0,3,6.69504701562,1
396,0.31388401415,1,0,5,77,0.785714285714,0.0,1,44,7.82860495189,1
1023,0.537330087239,0,1,42,0,0.0,1.0,0,0,5.298928,0
906,0.00291362662569,1,0,6,17,0.242857142857,0.166666666667,1,4,7.659330375,1
67,0.000212124844178,1,0,2,3,0.25,0.0,0,12,7.31535623511,1
876,0.546670363238,1,1,11,11,0.118279569892,0.0,0,5,7.1733145625,1
2798,0.692910702113,1,0,507,93,0.0191122071517,0.0,1,2,7.29506,1
2561,1.60225734202,1,1,3551,656,0.012440735824,1.0,0,0,6.292784,0
3974,2.11681811219,1,0,394,0,0.0,1.0,0,0,5.691426,1
1633,0.0901052914025,0,1,41,30,0.0923076923077,1.0,0,7,5.71080572656,0
3234,0.00264564789206,1,0,5,6,0.272727272727,0.0,2,8,7.73361784277,1
1472,0.00594538587077,1,0,4,14,0.35,0.0,2,3,7.50765990625,1
1327,0.765821197801,0,1,49,26,0.0434056761269,1.0,0,0,5.784571,0
3876,0.0108441243263,1,0,111,95,0.0913461538462,1.0,0,55,7.18309103991,0
1608,0.122522218005,1,0,4243,2212,0.0640917914989,0.8125,10,19,7.88297384815,1
2141,0.00060641009057,1,0,2,3,0.25,0.0,0,5,6.7209419375,1
3833,0.0157108075264,1,0,126,14,0.0150214592275,0.0,0,8,7.14557453027,1
2772,0.00113050773222,1,0,3,13,0.433333333333,0.0,2,3,7.48153059375,1
2706,1.78710899758,0,1,3086,0,0.0,1.0,0,0,6.213734,0
4069,0.00264564675726,1,0,5,6,0.272727272727,0.0,2,8,7.73361784277,1
2809,0.640493052248,1,0,5,15,0.416666666667,0.0,0,4,6.802511375,1
1654,0.000589927209153,1,0,2,3,0.25,0.0,0,5,6.60311259375,1
2519,0.00229709346678,1,0,11,19,0.213483146067,0.260869565217,1,15,7.71136116144,1
2564,1.43927535135,0,1,3109,2020,0.0393195001363,1.0,0,0,6.364935,0
2652,1.33694398833,0,1,2103,3710,0.123551352071,1.0,0,0,6.272962,0
3667,0.123559372621,0,1,1293,2651,0.139828050003,1.0,0,1,5.739287,0
637,0.188239534152,1,0,1,66,0.868421052632,0.0,1,6,7.90812924219,1
744,1.22056523686,1,1,3338,1326,0.033715578835,0.974358974359,0,0,6.380995,0
4004,0.000669421048871,1,0,2,3,0.25,0.0,0,5,6.89916628125,1
1206,0.00384833559486,1,0,5,6,0.272727272727,0.0,1,2,7.24923375,1
4121,0.305141676225,1,0,2891,304,0.00943308405995,1.0,0,0,6.372213,0
3675,1.00287909044,1,1,5750,1984,0.0271620826089,0.954545454545,0,0,6.345956,0
1549,0.000443356402804,1,0,2,3,0.25,0.0,0,22,7.40169279778,1
608,0.0035285754465,1,0,5,6,0.272727272727,0.0,1,3,7.3095783125,1
586,0.466220810013,1,1,256,0,0.0,1.0,0,0,5.965008,0
981,0.00411784749258,1,0,3,15,0.340909090909,0.0,1,3,6.94566975,1
2954,0.175257319076,0,1,9,0,0.0,1.0,0,0,4.999945,0
3013,0.407640264104,1,0,507,93,0.0191122071517,0.0,2,2,7.618894,1
3659,2.62606630497,0,1,944,0,0.0,1.0,0,0,5.63401,0
2202,2.184942721,0,1,1289,768,0.0400793236614,1.0,0,0,4.276859,0
773,0.0583748673591,1,0,222,89,0.0534855769231,0.111111111111,0,5,6.38384465625,1
2930,1.3499229757,0,1,2018,5088,0.169498301019,1.0,0,0,6.257569,0
1716,1.11139820167,1,1,3532,7074,0.160426352194,0.975609756098,0,3,5.511883875,1
980,0.293592062884,0,1,263,134,0.0688946015424,0.909090909091,0,1,6.842827,0
202,1.98859260401,0,1,1705,1020,0.045202747618,1.0,0,0,5.232072,0
984,1.17823610062,1,0,125,12,0.0131004366812,0.0,0,3,6.50655975,1
2376,0.590708744711,0,1,20,0,0.0,1.0,0,0,5.689246,0
3912,0.717532877095,0,1,1243,404,0.0295494441194,1.0,0,10,6.45889045605,0
1176,0.0973535341887,1,0,6432,3902,0.0534718320475,1.0,0,13,6.75323324182,0
2255,1.18976509762,0,1,1344,3510,0.166445371775,1.0,0,0,6.194551,0
2317,0.296905265279,1,0,507,93,0.0191122071517,0.0,1,2,7.296005875,1
3074,0.639453223476,1,1,11,11,0.118279569892,0.0,0,5,7.1783490625,1
3929,0.000692327998167,1,0,3,15,0.340909090909,0.0,1,23,7.58450501629,1
1599,1.13768759894,0,1,1583,1222,0.0445595099183,1.0,0,0,6.218549,0
3697,1.26561515641,0,1,73,22,0.0344287949922,1.0,0,0,5.886261,0
224,1.51966798526,0,1,2328,595,0.0204741750112,1.0,0,0,6.049323,0
2208,0.000113830383215,1,0,2,3,0.25,0.0,0,8,7.03037117578,1
1097,1.05196407254,1,0,5251,2669,0.0332126280161,0.954545454545,0,4,6.47271978125,0
3723,0.00352882407666,1,0,5,6,0.272727272727,0.0,1,3,7.3102818125,1
1496,0.0072119500318,1,1,6,17,0.25,0.0740740740741,1,4,7.65154909375,1
3766,0.473639829433,1,0,128,14,0.0149732620321,0.0,0,33,7.32304340761,1
2770,1.40187883698,0,1,1393,3160,0.147195826346,1.0,0,0,6.267922,0
1294,1.93785522788,0,1,155,9,0.00984682713348,1.0,0,0,5.716952,0
3510,6.70777122625e-05,1,0,1,2,0.4,0.0,1,26,7.69102650417,1
1480,1.74790781097,1,0,397,18,0.00605042016807,1.0,0,0,5.702074,1
3695,1.89960247868,1,1,6596,11967,0.142611990991,1.0,0,4,6.2188901875,0
1494,0.000343406229431,1,0,1,2,0.4,0.0,0,8,7.80204833203,1
3914,1.01031226712,0,1,818,207,0.021654984831,1.0,0,0,6.225404,0
2516,0.0356624116615,1,0,222,65,0.0390625,0.1,0,4,6.3457809375,1
935,0.128911761979,1,0,85,27,0.0417956656347,0.0,1,3,7.657029,1
3959,0.713721096641,1,1,993,196,0.0187308868502,1.0,0,0,5.789469,0
4158,0.117997316534,1,1,6227,4648,0.0882392026578,0.862745098039,10,16,7.88833282087,1
3716,0.0824490302346,0,1,208,36,0.0230326295585,1.0,0,9,6.95233311719,0
31,1.84178116449,0,1,913,369,0.0304983882966,1.0,0,0,5.058228,0
646,0.806858213624,1,1,11,11,0.118279569892,0.0,0,5,7.1813460625,1
2161,0.343610366016,0,1,182,315,0.0922401171303,0.909090909091,0,0,6.183943,0
1350,0.000196771848508,1,0,1,2,0.4,0.0,0,10,7.57980545605,1
3976,0.0322651646569,0,1,129,100,0.0820344544709,1.0,0,7,6.86000288281,0
2430,0.689742480387,1,0,1020,809,0.0527310650502,1.0,0,3,7.473771125,1
3462,0.301615285653,0,1,28,0,0.0,1.0,0,0,5.457167,0
1907,1.89326502,1,0,7347,8200,0.10089699893,1.0,0,0,6.447906,1
2852,0.117505204791,1,0,85,27,0.0417956656347,0.0,1,3,7.65719175,1
3139,0.571490345102,1,1,668,80,0.0162271805274,1.0,0,2,6.61867375,0
3210,0.0156536956912,0,1,20,0,0.0,1.0,0,0,4.793605,0
3416,1.44310291491,0,1,3836,3432,0.0488527017024,1.0,0,0,6.263592,0
2833,1.45289949187,0,1,748,396,0.0434591747147,1.0,0,0,4.813987,0
3632,0.200543854209,1,0,1,70,0.875,0.0,5,19,7.98731971586,1
1025,1.24202694597,0,1,1418,159,0.0089774716278,1.0,0,0,5.981089,0
2631,0.00398175631651,1,0,5,6,0.272727272727,0.0,1,2,7.24880925,1
666,0.503349472575,1,1,2530,2960,0.111286562899,0.387096774194,0,0,6.170569,0
732,1.84090945366,0,1,2267,1236,0.0393530310749,1.0,0,0,5.163318,0
2367,2.18052804427,1,1,309,184,0.0638445523942,0.6,0,0,5.119587,0
2006,0.758614813218,0,1,728,777,0.0878065318115,1.0,0,3,6.69505842187,1
1615,0.00384686480518,1,0,5,6,0.272727272727,0.0,1,2,7.249553625,1
2645,0.088557288382,1,1,264,682,0.168436651025,1.0,0,20,6.70638692305,0
752,0.305890009762,0,1,11,0,0.0,1.0,0,0,4.958514,0
453,0.00320138877147,1,0,3,15,0.340909090909,0.0,1,4,7.094112375,1
127,0.00138807464209,1,0,8,19,0.253333333333,0.157894736842,1,9,7.69329749609,1
2417,0.110950612158,1,0,6501,829,0.0184883694998,0.8,7,40,7.97756426987,1
3086,2.0338554548,1,0,439,12,0.00389105058366,1.0,0,0,5.719318,1
3850,3.12880491527,1,1,507,65,0.0145870736086,0.923076923077,0,0,3.734367,0
232,0.000281229199165,1,0,3,5,0.227272727273,0.0,1,4,7.36995309375,1
740,0.0559270367275,1,0,41,14,0.048951048951,0.0,1,4,7.40029084375,1
3869,0.809815544114,1,1,2269,1254,0.0475179992421,1.0,0,0,6.123542,0
2488,1.86656498465,0,1,2214,1106,0.0399624223154,1.0,0,0,5.059501,0
257,0.00409844950361,1,0,4,14,0.35,0.0,2,3,7.50788140625,1
3636,0.612645064861,1,1,11,11,0.118279569892,0.0,0,5,7.1755310625,1
4035,0.0189435633076,1,0,5,44,0.698412698413,0.0,0,8,7.56063231641,1
3241,0.330409797079,1,0,507,100,0.0205507603781,0.0,1,2,7.297175625,1
1828,1.01265016543,1,1,1928,0,0.0,1.0,0,0,6.199397,0
355,0.681538042546,1,0,149,360,0.340586565752,1.0,0,5,6.10254715625,1
3331,3.4631218446,1,1,668,1428,0.100450196961,1.0,0,0,5.288196,0
642,1.05373852192,1,1,2642,4181,0.108597402597,1.0,0,0,6.274873,0
2663,2.11689479666,1,0,394,22,0.0075034106412,1.0,0,0,5.689954,1
3377,1.59515976907,0,1,2913,4825,0.0992594116437,1.0,0,0,6.355493,0
2158,1.4591544276,1,1,1179,0,0.0,1.0,0,0,6.198179,0
3984,0.193060214023,0,1,21,0,0.0,1.0,0,0,5.344735,0
3073,0.644654691948,1,1,88,0,0.0,1.0,0,0,5.944207,0
3595,1.83990654902,1,0,1496,690,0.032720030349,1.0,0,0,5.245575,1
465,0.888112749388,0,1,393,45,0.0124722838137,1.0,0,0,6.159408,0
640,0.281837408675,1,0,507,100,0.0205507603781,0.0,1,2,7.295903125,1
197,0.368892415552,1,0,507,107,0.0219893136046,0.0,1,2,7.296580625,1
4184,0.215468898858,1,1,728,64,0.00795821934842,1.04166666667,0,3,5.274459625,1
1101,0.482661237752,0,1,526,255,0.0434116445352,1.0,0,0,5.710469,0
3779,0.147363456582,1,0,5269,2778,0.0467189129192,0.578947368421,7,26,7.98950609122,1
651,1.50727595675,0,1,2152,4726,0.135427114079,1.0,0,0,6.259239,0
803,2.10172452715,1,0,394,12,0.00409276944065,1.0,0,0,5.68948,1
2137,0.0874492870077,0,1,1293,2651,0.139828050003,1.0,0,1,5.739287,0
909,0.751527418287,1,0,140,12,0.0106761565836,0.0,0,19,7.44056183854,1
2088,0.526034343193,1,1,1534,0,0.0,1.0,0,0,6.286237,0
413,0.197720882048,0,1,18,0,0.0,1.0,0,0,5.450478,0
2105,0.0026834612125,1,0,5,6,0.272727272727,0.0,2,8,7.73354239355,1
239,0.724402303767,1,1,1843,722,0.04503773938,1.0,0,7,6.20963910156,0
2357,0.00364112238206,1,0,4,14,0.35,0.0,2,3,7.50866715625,1
2196,0.200781995116,1,0,2,5,0.333333333333,0.0,0,6,7.60254475,1
2966,2.3019611698,0,1,1075,522,0.0347675502864,1.0,0,0,4.242277,0
1156,1.22764537881,1,0,2184,9424,0.445874337623,1.0,0,5,6.1155798125,1
3450,0.00257639147097,1,0,5,6,0.272727272727,0.0,1,2,7.24982075,1
2818,1.43740949974,0,1,2056,1391,0.045300592718,1.0,0,0,6.289745,0
2813,0.00443679319225,1,0,3,13,0.382352941176,0.0,1,3,6.935521875,1
2457,0.0153478114051,0,1,19,0,0.0,1.0,0,0,5.265859,0
1106,0.00384875877529,1,0,5,6,0.272727272727,0.0,1,2,7.24950425,1
2235,1.47079473296,1,0,2238,480,0.0171062009979,1.0,0,0,6.33487,1
910,0.186584840597,1,0,651,18,0.00282308657465,0.383561643836,0,9,6.83464325244,1
2028,0.229332420945,1,0,507,107,0.0219893136046,0.0,1,2,7.295035375,1
337,0.909757419273,0,1,3846,0,0.0,1.0,0,0,6.257592,0
3387,2.3980234354,0,1,840,0,0.0,1.0,0,0,5.238411,0
280,0.0558057806137,1,0,697,478,0.066287616142,1.0,1,21,7.87021199322,1
378,0.0211379544366,1,0,222,89,0.0534855769231,0.09375,0,7,6.57710020313,1
3888,0.211315788364,0,1,69,0,0.0,0.928571428571,0,0,5.836162,0
1964,0.00260268758719,1,0,5,6,0.272727272727,0.0,3,8,7.86328330078,1
1257,0.542228884224,1,0,507,100,0.0205507603781,0.0,1,2,7.295636875,1
163,0.00398186699142,1,0,5,6,0.272727272727,0.0,1,2,7.249699,1
156,1.93401380005,0,1,2234,0,0.0,1.0,0,0,5.182092,0
4119,0.0947227755982,1,0,6575,15865,0.196770312674,0.80701754386,0,18,6.79489950971,0
87,0.00384856881347,1,0,5,6,0.272727272727,0.0,1,2,7.24880125,1
3550,0.913598573267,0,1,2439,2240,0.0625104649216,1.0,0,0,6.37193,0
1980,0.653716417191,1,0,507,93,0.0191122071517,0.0,1,2,7.29241875,1
1811,0.541480725336,1,1,2233,1124,0.0402333822529,1.0,0,3,6.540591,0
3243,2.05996316617,1,0,394,14,0.00477489768076,1.0,0,0,5.690097,1
1230,0.608713027757,1,0,1211,608,0.0572504708098,0.619047619048,1,9,7.680633375,1
1298,1.11347153354,0,1,1210,0,0.0,1.0,0,0,6.110016,0
401,0.7713756527,1,0,183,12,0.00900225056264,0.0,0,26,6.69982903516,1
3219,0.447365947716,1,0,2924,1769,0.0418223083834,1.0,0,1,6.4231665,0
3569,0.637948598574,1,1,6861,1521,0.0272575760291,1.0,0,2,6.63280325,0
2643,0.168435609334,0,1,10,0,0.0,1.0,0,0,4.487722,0
2665,0.0045591489927,1,0,4,14,0.35,0.0,2,3,7.50781540625,1
1487,0.00337622397241,1,0,10,19,0.2,0.217391304348,2,8,7.75685243359,1
2629,0.00590554093845,1,0,4,14,0.35,0.0,2,3,7.50769290625,1
1045,0.640672644695,1,0,128,14,0.0149732620321,0.0,0,9,7.1365246377,1
1028,0.628237684104,0,1,69,0,0.0,1.0,0,0,5.762272,0
251,0.709450103416,1,0,1178,912,0.0815231965674,1.0,0,0,5.90696,1
1969,1.89274353174,1,0,394,7,0.00238744884038,1.0,0,0,5.689959,1
2353,0.842810044377,1,0,183,12,0.00900225056264,0.0,0,4,6.55888282812,1
2794,0.218756373709,0,1,228,10,0.00432525951557,1.0,0,0,5.153047,0
3374,1.88535908819,0,1,1521,1118,0.0476393386739,1.0,0,0,5.123463,0
3900,1.43784795063,1,1,3273,963,0.0249301025163,1.0,1,0,7.085723,0
3010,2.56945516873,0,1,901,880,0.0623759569039,1.0,0,0,5.228723,0
3177,1.19172139388,0,1,1910,495,0.0182582715503,1.0,0,0,6.271218,0
3468,0.320603349477,0,1,20,0,0.0,1.0,0,0,5.429723,0
3389,1.5617665434,1,0,3318,2109,0.0422611413915,1.0,0,0,6.319451,0
4058,1.17296941002,0,1,1614,750,0.0402835965195,1.0,0,0,6.113881,0
3378,0.727826877684,1,0,507,93,0.0191122071517,0.0,1,2,7.275089375,1
814,0.148304147757,0,1,13,0,0.0,1.0,0,0,5.217339,0
214,1.35544221508,0,1,505,1273,0.1074080324,1.0,0,0,6.097707,0
751,0.509656450109,1,0,6498,2244,0.0313583007267,0.949152542373,0,10,6.90507815039,0
3081,1.96137556968,0,1,3082,3503,0.0935255640101,1.0,0,0,6.213361,0
2050,0.799437127963,0,1,726,250,0.0294915654123,1.0,0,0,5.72507,0
2494,0.0422212456429,0,1,1240,1520,0.109321058688,1.0,0,0,6.291719,0
4165,1.29274711,1,0,125,12,0.0131147540984,0.0,0,3,6.890382,1
493,1.42414250358,0,1,1046,399,0.0352629253204,1.0,0,0,6.216885,0
2999,0.0265111138324,1,0,2,24,0.75,0.0,0,3,7.740911125,1
1325,1.06495499987,0,1,1064,784,0.0676445211389,1.0,0,0,6.049029,0
1798,1.95750190022,0,1,1119,1625,0.0919950181159,1.0,0,0,4.835865,0
855,1.2035952491,1,1,3289,3495,0.0634992732558,1.0,0,0,6.344137,0
1269,1.58519680326,0,1,749,1078,0.11767274315,1.0,0,0,4.803111,0
635,0.271546199399,1,1,1218,425,0.0288213752882,0.261904761905,0,23,7.15006361977,1
860,0.0757554320364,1,0,45,18,0.0567823343849,0.0,1,3,7.327766125,1
84,1.3672907234,1,1,3711,1680,0.0380805585149,1.0,0,14,6.28865909467,0
1334,0.00515170420727,1,0,4,14,0.35,0.0,2,3,7.50754265625,1
347,0.574022528745,1,1,4037,1717,0.0342981562494,1.0,0,14,7.37302044525,0
1321,0.000191499721303,1,0,2,3,0.25,0.0,0,9,7.09916589062,1
2545,0.000240179229399,1,0,3,5,0.227272727273,0.0,1,19,7.95079905748,1
2005,0.426273184874,1,0,507,107,0.0219893136046,0.0,1,2,7.29734525,1
4039,0.018266149774,1,0,98,24,0.0429338103757,1.0,1,19,7.84384590653,1
2872,0.000891306806726,1,0,8,17,0.232876712329,0.142857142857,1,9,7.67429316602,1
1880,0.185550955065,1,1,1523,1460,0.0862374483166,1.0,0,30,7.58144394139,0
3358,0.0387792523738,0,1,6,0,0.0,1.0,0,0,4.66941,0
3860,0.749259290123,0,1,728,588,0.0664481862357,1.0,0,3,6.69505814063,1
3517,0.26419100218,1,0,7,126,0.823529411765,0.0121951219512,0,9,7.82126675,1
